98|Il giardino pubblico è pieno di fiori colorati e panchine ombreggiate
99|Vorrei lavorare come guida turistica e accompagnare i visitatori stranieri
100|Ogni mattina faccio una passeggiata per respirare aria fresca
101|La pasticceria vende dolci tipici come cannoli e sfogliatelle
102|Abbiamo visto un film italiano molto commovente e ben fatto
103|Il mercato del sabato offre prodotti freschi e specialità locali
104|Vorrei passare un mese a studiare italiano in un’accademia a Firenze
105|Ogni volta che vado al mare, porto con me un buon libro
106|La mia famiglia organizza sempre una gita fuori porta nei giorni festivi
107|I miei amici ed io andiamo spesso in biblioteca per studiare in silenzio
108|Ho visto un bellissimo documentario sulla fauna selvatica in Sardegna
109|Il mio vicino di casa sta ristrutturando la sua villa in campagna
110|Vorrei frequentare un corso di fotografia per migliorare le mie abilità
111|Abbiamo festeggiato il compleanno di mia madre con una torta fatta in casa
112|Durante il fine settimana faccio spesso un’escursione nei boschi vicini
113|Il ristorante in cui abbiamo cenato offre una vista mozzafiato sul mare
114|Quest’anno abbiamo deciso di trascorrere le vacanze in montagna
115|La nuova gelateria in centro serve gusti artigianali davvero originali
116|Ogni mattina porto i bambini a scuola prima di andare al lavoro
117|Abbiamo visitato il famoso mercato di San Lorenzo durante la nostra gita a Firenze
118|Il mio amico ha aperto una piccola libreria con testi rari e antichi
119|Durante l’inverno, mi piace sedermi accanto al camino con una coperta
120|Il nostro albergo era situato proprio accanto alla spiaggia principale
121|I ragazzi hanno giocato a calcio per ore nel campo vicino alla casa
122|La mia collega ha portato dei biscotti tipici della sua città natale
123|Ogni anno andiamo a raccogliere le castagne nelle montagne toscane
124|Mi piacerebbe noleggiare una barca per esplorare le coste della Liguria
125|Abbiamo visitato una cantina e assaggiato vini locali di produzione artigianale
126|Il panificio sotto casa sforna pane fresco ogni mattina alle sei
127|Ho imparato a cucinare la lasagna seguendo la ricetta di mia nonna
128|Ogni estate, le piazze italiane si riempiono di concerti all’aperto
129|Abbiamo trascorso il pomeriggio visitando una villa storica con giardini immensi
130|Durante la nostra passeggiata, abbiamo trovato un piccolo negozio di ceramiche
131|Mi piace fare shopping nei mercatini dove si trovano oggetti unici
132|I bambini amano costruire castelli di sabbia sulla spiaggia
133|La mia amica mi ha regalato un libro di poesie italiane molto famoso
134|Ogni domenica, il centro della città si riempie di artisti di strada
135|Abbiamo passato la serata a giocare a carte con gli amici davanti a un bicchiere di vino
136|La mia insegnante di musica mi ha aiutato a preparare un brano per il concerto
137|Durante la visita al museo, ho ammirato le opere di artisti rinomati
138|Mi piacerebbe imparare a dipingere paesaggi seguendo uno stile impressionista
139|Abbiamo noleggiato biciclette per esplorare la campagna toscana in tranquillità
140|Ogni sera, la mia famiglia guarda insieme un episodio della nostra serie preferita
141|I turisti fotografavano la fontana storica situata al centro della piazza
142|La panetteria vende dolci tradizionali come i taralli e le ciambelle
143|Quest’estate parteciperò a un corso di lingua italiana a Milano
144|Abbiamo trascorso una serata rilassante sulla spiaggia, ascoltando il suono delle onde
145|Il mio amico ha acquistato un’auto d’epoca completamente restaurata
146|Ogni mese cerco di mettere da parte un po’ di soldi per un viaggio futuro
147|Durante la passeggiata in campagna abbiamo visto un gregge di pecore
148|Mi piace collezionare cartoline dalle città che visito durante i miei viaggi
149|Ho iniziato a scrivere un blog per raccontare le mie avventure in Italia
150|Abbiamo assaggiato l’olio extravergine prodotto dai contadini locali
151|Ogni anno partecipiamo alla sagra del vino organizzata nel nostro paese
152|Vorrei visitare l’isola di Capri per ammirare la Grotta Azzurra
153|Il nostro insegnante ha organizzato una visita guidata alla biblioteca storica
154|Abbiamo partecipato a un corso di degustazione di formaggi italiani
155|Il mio cugino lavora come chef in un ristorante stellato a Venezia
156|Durante il viaggio in barca abbiamo visto un delfino saltare fuori dall’acqua
157|La città si illumina di mille luci durante il periodo natalizio
158|Abbiamo trascorso la giornata esplorando un antico borgo medievale
159|Il nonno racconta sempre storie della sua infanzia passata in campagna
160|Durante il weekend abbiamo visitato un castello circondato da vigneti
161|Ho trascorso il pomeriggio a dipingere paesaggi ispirati alla mia ultima vacanza
162|Ogni estate, i miei amici organizzano un torneo di calcio tra quartieri
163|Mi piace preparare torte fatte in casa con ingredienti semplici e genuini
164|Durante il viaggio abbiamo assaggiato il limoncello fatto in casa
165|Ho trovato una piccola trattoria dove si mangia benissimo a prezzi modici
166|Abbiamo visto un tramonto spettacolare dal ponte più famoso della città
167|Ogni sabato mattina vado a fare jogging nel parco vicino a casa mia
168|La guida turistica ci ha raccontato aneddoti interessanti sulla storia della città
169|Durante la vacanza, abbiamo affittato un appartamento con vista sul mare
170|Ho scoperto un piccolo negozio di antiquariato pieno di oggetti affascinanti
171|Abbiamo trascorso la notte in un agriturismo circondato da campi di lavanda
172|Ogni estate organizzo una gita con i miei amici nelle colline umbre
173|Vorrei imparare a preparare il tiramisù seguendo la ricetta originale veneta
174|Ho visitato un laboratorio dove producono ceramiche artistiche a mano
175|Durante la fiera, abbiamo assaggiato dolci tipici provenienti da tutta Italia
176|Mi piace visitare mercati di artigianato dove trovo regali unici
177|Abbiamo passato la giornata in un uliveto imparando a raccogliere olive
178|Ogni anno i turisti si riuniscono per assistere ai fuochi d’artificio sul lungomare
179|Durante l’escursione abbiamo raggiunto la vetta e goduto di una vista meravigliosa
180|Il professore ci ha mostrato antichi manoscritti conservati nella biblioteca
181|Abbiamo trovato un piccolo ristorante di famiglia dove si mangia come a casa
182|Ogni autunno, raccogliamo funghi nei boschi vicino alla nostra città
183|Mi piace scrivere lettere a mano ai miei amici che vivono lontano
184|La villa che abbiamo visitato ha un giardino con fontane e statue bellissime
185|Durante la vacanza abbiamo esplorato i mercati di strada pieni di colori
186|Abbiamo trascorso la notte sotto le stelle, in mezzo alla natura
187|Ogni volta che visito un nuovo posto, porto a casa una calamita da collezione
188|Ho imparato a riconoscere diverse varietà di vino durante un corso in Toscana
189|Il nostro viaggio in barca ci ha portato a visitare piccole isole deserte
190|Ogni anno partecipo a un festival musicale organizzato in un parco naturale
191|Ho trovato un libro antico con storie di viaggiatori italiani del passato
192|Abbiamo ascoltato musica dal vivo in un piccolo locale nascosto in centro città
193|Durante la festa, abbiamo ballato fino a tarda notte sotto le stelle
194|Ogni inverno andiamo a pattinare sul ghiaccio nella piazza principale del paese
195|Ogni mattina guardo fuori dalla finestra e vedo le montagne coperte di neve
196|Abbiamo trovato una trattoria nascosta dove servono piatti fatti in casa deliziosi
197|I bambini giocavano con gli aquiloni nel parco durante il picnic
198|Quest’estate ho prenotato un viaggio in treno per esplorare l’Italia da nord a sud
199|Durante la nostra escursione, abbiamo trovato una cascata nascosta tra gli alberi
200|La mia passione è fotografare i tramonti lungo la costa italiana
201|Abbiamo trascorso il pomeriggio visitando un mercato delle pulci pieno di oggetti vintage
202|Ogni giorno prendo la bicicletta e percorro i sentieri lungo il fiume
203|La mamma ha preparato una torta di mele usando le mele fresche del giardino
204|Il sabato sera ci piace andare al cinema a vedere film italiani d’autore
205|Abbiamo visitato un piccolo borgo medievale e mangiato in una locanda storica
206|Mi sveglio presto ogni mattina per vedere l’alba dal balcone di casa
207|Durante il nostro soggiorno in Toscana abbiamo partecipato alla raccolta dell’uva
208|Mi piacerebbe fare un giro in mongolfiera sopra le colline del Chianti
209|Abbiamo organizzato un picnic sulla spiaggia con formaggio, vino e pane fresco
210|Ogni anno festeggiamo la fine dell’estate con una grigliata in giardino
211|Abbiamo visto un’orchestra suonare dal vivo nella piazza principale della città
212|Mi piacerebbe visitare un monastero antico per conoscere la vita dei monaci
213|Durante la vacanza in Sicilia abbiamo assaggiato la granita al limone
214|La mia amica mi ha invitato a partecipare a un corso di pittura ad acquerello
215|Ogni domenica mattina preparo i pancake per la colazione con la mia famiglia
216|Abbiamo visitato una vecchia libreria con scaffali pieni di libri polverosi e rari
217|Ogni giorno cammino lungo la spiaggia per raccogliere conchiglie diverse
218|Il mio collega mi ha regalato un souvenir dopo il suo viaggio a Napoli
219|Vorrei esplorare la Valle d’Aosta e vedere i castelli tra le montagne
220|Abbiamo ascoltato un musicista di strada suonare il violino sotto un portico
221|Durante la fiera locale, abbiamo provato le specialità di ogni regione italiana
222|Ogni primavera, il parco si riempie di fiori colorati e profumati
223|Abbiamo partecipato a un’escursione notturna per osservare le stelle cadenti
224|Durante la nostra visita a Bologna, abbiamo mangiato i tortellini fatti a mano
225|La libreria organizza ogni mese eventi per presentare nuovi libri di scrittori italiani
226|Abbiamo assistito a una sfilata di moda nella città di Milano
227|Mi piace guardare la pioggia cadere mentre bevo una cioccolata calda
228|Ogni estate passiamo un giorno intero a raccogliere more nei boschi vicini
229|Abbiamo visitato un laboratorio di vetro di Murano per vedere come viene lavorato
230|Vorrei frequentare un corso di teatro per migliorare la mia dizione
231|Abbiamo trascorso un pomeriggio in un museo dedicato alla storia dell’antica Roma
232|Ogni anno a dicembre visitiamo i mercatini di Natale nelle piccole città italiane
233|Il mio amico mi ha invitato a una degustazione di vini rossi in cantina
234|Durante il nostro viaggio in Liguria, abbiamo assaggiato la focaccia al pesto
235|Ogni volta che visito Venezia, faccio un giro in gondola lungo i canali
236|Abbiamo fatto un’escursione a cavallo sulle colline umbre al tramonto
237|Mi piace scrivere poesie ispirate ai paesaggi che vedo durante i miei viaggi
238|Ogni autunno aiutiamo i nonni a raccogliere le olive nei loro uliveti
239|Durante la nostra gita, abbiamo attraversato un ponte sospeso tra due montagne
240|Abbiamo assistito a uno spettacolo di marionette in un piccolo teatro
241|Ogni estate, gli artisti si riuniscono lungo il fiume per dipingere all’aperto
242|Durante il weekend, ho visitato un museo dedicato alla scienza e all’innovazione
243|Mi piacerebbe imparare a suonare il pianoforte in un’antica scuola di musica
244|Abbiamo cenato in un ristorante con una vista spettacolare sulla valle sottostante
245|Ogni anno partecipiamo alla festa della vendemmia con tutta la famiglia
246|Durante la nostra vacanza in Trentino, abbiamo visitato un bellissimo lago alpino
247|Il borgo che abbiamo visitato aveva vicoli stretti e case ricoperte di fiori
248|Abbiamo partecipato a un corso di cucina per imparare a fare il pane toscano
249|Ogni mattina, bevo un espresso al bar prima di iniziare la mia giornata
250|Abbiamo visitato un’isola dove si coltivano i limoni più profumati del mondo
251|Ogni notte, la città si illumina con mille luci che si riflettono sull’acqua
252|Ho trascorso il pomeriggio ascoltando il suono delle onde sulla spiaggia deserta
253|Durante il Carnevale, abbiamo indossato maschere fatte a mano e sfilato per le strade
254|Ogni estate, assistiamo a uno spettacolo pirotecnico organizzato lungo il lungomare
255|Abbiamo visitato una fattoria dove si produce il formaggio pecorino biologico
256|Ogni anno in primavera, organizziamo una gita in bicicletta attraverso i campi fioriti
257|Vorrei visitare la Sardegna per scoprire le sue spiagge dalle acque cristalline
258|Abbiamo fatto un giro in barca per esplorare le grotte marine vicino alla costa
259|Durante la nostra visita a Torino, abbiamo assaggiato il famoso gianduiotto
260|Ogni mattina mi piace ascoltare il suono delle campane della chiesa vicina
261|Abbiamo trascorso una giornata a raccogliere ciliegie negli alberi del frutteto
262|Durante la nostra visita a Verona, abbiamo visto la casa di Giulietta e Romeo
263|Ogni sera preparo una tisana alla camomilla per rilassarmi prima di dormire
264|Abbiamo partecipato a un laboratorio di ceramica per imparare tecniche tradizionali
265|Mi piacerebbe visitare una cascina dove si allevano animali in libertà
266|Abbiamo organizzato un’escursione per vedere le fioriture primaverili nei prati alpini
267|Ogni estate partecipiamo a un concerto di musica classica organizzato in un castello
268|Durante il nostro viaggio a Lecce, abbiamo ammirato l’architettura barocca
269|Mi piace fare una passeggiata serale lungo il lungomare illuminato
270|Abbiamo assistito a una lezione di cucina per imparare a fare la pizza napoletana
271|Ogni anno visitiamo il nostro lago preferito per fare una gita in pedalò
272|Abbiamo trascorso il pomeriggio in un giardino botanico pieno di piante rare
273|Durante la fiera, abbiamo provato piatti tipici come la polenta e il salame
274|Mi piacerebbe fare volontariato in un centro culturale per insegnare italiano agli stranieri
275|Ogni autunno, raccolgo foglie colorate per decorare la mia casa con uno stile naturale
276|Abbiamo partecipato a un corso di scultura per imparare a lavorare il marmo
277|Durante la nostra visita a Napoli, abbiamo assaggiato la pizza fritta
278|Ogni sera, mi piace guardare il tramonto dal terrazzo con un bicchiere di vino
279|Abbiamo partecipato a una degustazione di olio extravergine prodotto localmente
280|Ogni anno partecipiamo alla festa del paese con giochi, musica e cibo tradizionale
281|Durante il nostro viaggio in Puglia, abbiamo visitato i trulli di Alberobello
282|Mi piace fare una passeggiata in montagna per ammirare il panorama dall’alto
283|Abbiamo partecipato a un corso di ceramica per imparare a creare oggetti decorativi
284|Ogni estate, organizziamo una festa in giardino con amici e parenti
285|Durante la nostra visita a Firenze, abbiamo visto la statua del David di Michelangelo
286|Mi piace fare una passeggiata lungo il fiume per rilassarmi dopo una giornata intensa
287|Abbiamo partecipato a un corso di cucina per imparare a fare la pasta fresca
288|Ogni anno visitiamo un mercatino di Natale per comprare regali artigianali
289|Durante il nostro viaggio in Sicilia, abbiamo assaggiato la cassata siciliana e i cannoli
290|Mi piace fare una passeggiata in campagna per raccogliere fiori selvatici
291|Abbiamo partecipato a un corso di pittura per imparare a dipingere paesaggi marini
292|Ogni estate, organizziamo una gita in barca per esplorare le calette nascoste
293|Durante la nostra visita a Roma, abbiamo visto il Colosseo e il Foro Romano
294|Mi piace fare una passeggiata in città per scoprire angoli nascosti e luoghi suggestivi
295|Abbiamo trascorso il pomeriggio passeggiando tra i vicoli di un borgo antico
296|Ogni anno andiamo in montagna per vedere il foliage autunnale
297|Durante la vacanza in Sicilia abbiamo visitato i templi di Agrigento
298|Vorrei partecipare a un festival di musica classica nella città di Verona
299|Abbiamo assaggiato il pane carasau durante il nostro viaggio in Sardegna
300|Ogni mattina il profumo del caffè mi sveglia e mi dà energia
301|Abbiamo esplorato le Dolomiti camminando tra sentieri panoramici e valli verdi
302|Durante la festa di paese abbiamo assistito a una gara di cavalli storica
303|Mi piace trascorrere il tempo a leggere libri sotto l’albero del giardino
304|Abbiamo visitato una villa con affreschi del Rinascimento italiano
305|Ogni estate, il mio gruppo organizza un campeggio sulle rive del lago
306|Durante la nostra vacanza abbiamo visto i pescatori lavorare lungo la costa
307|Mi piacerebbe imparare a scolpire il legno in un laboratorio artigianale
308|Abbiamo esplorato un castello abbandonato circondato da una fitta foresta
309|Ogni anno, preparo marmellate fatte in casa con la frutta del nostro orto
310|Durante la gita abbiamo trovato una sorgente d’acqua naturale in mezzo alla montagna
311|Abbiamo partecipato a una festa di paese con musica, balli e cibo tradizionale
312|Ogni notte guardo le stelle dal balcone, cercando di riconoscere le costellazioni
313|Durante la visita a Torino abbiamo visto la famosa Mole Antonelliana illuminata
314|Ho comprato un paio di sandali fatti a mano da un artigiano siciliano
315|Ogni domenica preparo la pasta fresca usando la ricetta di mia nonna
316|Abbiamo visto il tramonto dal faro più alto della costa adriatica
317|Mi piace svegliarmi presto per godermi il silenzio della città addormentata
318|Abbiamo esplorato una riserva naturale piena di animali selvatici e piante rare
319|Ogni estate faccio lunghe nuotate nel mare per rinfrescarmi dal caldo
320|Durante il nostro soggiorno a Napoli, abbiamo visitato il Vesuvio e Pompei
321|Abbiamo fatto una passeggiata tra i vigneti dorati durante la vendemmia
322|Vorrei imparare a cucinare il risotto alla milanese seguendo una ricetta autentica
323|Ogni autunno, andiamo a raccogliere tartufi con l’aiuto di cani addestrati
324|Abbiamo assistito a un concerto jazz in un piccolo locale del centro storico
325|Durante la fiera del vino abbiamo conosciuto produttori locali molto appassionati
326|Mi piace rilassarmi ascoltando il suono della pioggia mentre leggo un buon libro
327|Abbiamo partecipato a una gara di pesca organizzata in un lago di montagna
328|Ogni primavera visitiamo i giardini in fiore del palazzo reale di Caserta
329|Durante il nostro viaggio in Puglia abbiamo visto i famosi trulli di Alberobello
330|Abbiamo esplorato una spiaggia nascosta accessibile solo tramite un sentiero ripido
331|Mi piace passeggiare lungo il fiume al tramonto quando tutto diventa dorato
332|Abbiamo visitato un laboratorio dove realizzano maschere di Carnevale veneziane
333|Ogni anno assistiamo alla sfilata dei carri allegorici durante il Carnevale di Viareggio
334|Ho imparato a fare il pesto genovese con il basilico fresco del mio orto
335|Durante l’estate, organizziamo serate di cinema all’aperto nel nostro giardino
336|Ogni inverno facciamo una ciaspolata tra i boschi coperti di neve fresca
337|Abbiamo visitato un santuario nascosto tra le montagne e circondato da boschi
338|Durante la nostra gita in Toscana abbiamo visto le colline piene di girasoli
339|Mi piacerebbe partecipare a una crociera per visitare le isole Eolie
340|Abbiamo fatto una passeggiata a cavallo lungo la spiaggia al tramonto
341|Ogni sabato preparo dolci tipici italiani da portare a casa dei miei amici
342|Abbiamo visitato un antico frantoio dove si produce olio extravergine di oliva
343|Ogni anno partecipo a una gara podistica organizzata nel centro storico della città
344|Durante la notte di San Lorenzo, siamo andati a vedere le stelle cadenti
345|Abbiamo visitato un piccolo borgo con un mercatino di prodotti artigianali
346|Ogni volta che vado al mercato, compro pomodori freschi per fare la salsa
347|Durante il nostro soggiorno in Umbria, abbiamo assaggiato il cioccolato artigianale
348|Abbiamo esplorato una grotta piena di stalattiti e stalagmiti di colori incredibili
349|Ogni primavera organizziamo una gita a piedi per esplorare i boschi fioriti
350|Abbiamo visto un gruppo di caprioli attraversare un sentiero in montagna
351|Mi piacerebbe visitare un borgo dove si svolgono ancora antiche tradizioni locali
352|Durante il viaggio in Sardegna abbiamo ammirato le scogliere a picco sul mare
353|Ogni inverno visitiamo i mercatini di Natale di Bolzano e Merano
354|Abbiamo assistito a un matrimonio tradizionale in una chiesa di campagna
355|Mi piace scrivere lettere cartacee che invio agli amici che vivono all’estero
356|Abbiamo trascorso la notte in una baita di legno circondata dalla neve
357|Ogni estate organizziamo tornei di bocce con gli amici nel parco vicino casa
358|Durante la gita a Capri, abbiamo esplorato le famose grotte marine azzurre
359|Abbiamo raccolto fragole fresche in un campo durante una giornata di sole
360|Ogni domenica vado al mercato per comprare frutta e verdura di stagione
361|Abbiamo ascoltato un violinista suonare melodie classiche nel centro della piazza
362|Mi piacerebbe visitare un faro antico per godermi il panorama dall’alto
363|Durante il nostro soggiorno in Calabria abbiamo assaggiato la famosa nduja piccante
364|Abbiamo visitato un’abbazia medievale immersa in un paesaggio mozzafiato
365|Ogni notte di luna piena ci piace camminare lungo la spiaggia deserta
366|Abbiamo partecipato a una lezione di ceramica in un piccolo villaggio artigianale
367|Mi piace osservare i pescatori mentre riparano le loro reti nei porticcioli
368|Ogni volta che visito una nuova città, porto a casa un piccolo souvenir locale
369|Abbiamo trascorso la giornata su una barca a vela lungo la costa della Liguria
370|Durante il nostro viaggio in Emilia-Romagna abbiamo visitato il Museo Ferrari
371|Ogni primavera pianto nuovi fiori per abbellire il giardino di casa
372|Abbiamo visitato una cascata nascosta dove l’acqua era fredda e limpida
373|Durante la festa patronale abbiamo assistito a un concerto con canti tradizionali
374|Mi piacerebbe scrivere un diario di viaggio con foto di tutte le città italiane che visito
375|Abbiamo trascorso la serata osservando il cielo stellato da un osservatorio astronomico
376|Durante il nostro viaggio a Firenze, abbiamo visitato la Galleria degli Uffizi
377|Ogni sera preparo un tè alla menta per rilassarmi prima di dormire
378|Abbiamo esplorato un piccolo sentiero che conduceva a un lago nascosto
379|Mi piacerebbe partecipare a un laboratorio di scrittura creativa in un caffè storico
380|Durante il festival del tartufo, abbiamo assaggiato piatti prelibati con questo ingrediente
381|Ogni autunno faccio lunghe passeggiate nei boschi per ammirare i colori delle foglie
382|Abbiamo visitato una cascina lombarda dove si producono salumi tipici da generazioni
383|Ogni estate mi piace dormire in campeggio e svegliarmi con il canto degli uccelli
384|Abbiamo esplorato un villaggio di pescatori dove il tempo sembra essersi fermato
385|Mi piace dipingere paesaggi naturali che vedo durante le mie escursioni
386|Durante la nostra visita a Perugia, abbiamo partecipato a un festival del cioccolato
387|Ogni primavera il giardino si riempie di profumo grazie ai fiori di gelsomino
388|Abbiamo assistito a un corso di apicoltura per imparare come si produce il miele
389|Mi piace scrivere poesie ispirate alle storie dei borghi antichi che visito
390|Durante la nostra vacanza in Sardegna, abbiamo esplorato grotte di granito millenario
391|Abbiamo raccolto noci fresche da un albero durante una giornata di sole autunnale
392|Ogni volta che viaggio, porto con me un quaderno per annotare le mie esperienze
393|Abbiamo camminato lungo una scogliera dove il vento sferzava forte ma offriva un panorama mozzafiato
394|Ogni mattina preparo una spremuta d’arancia fresca con frutti del mercato locale
395|Abbiamo fatto una gita in canoa lungo un fiume circondato da una foresta verdeggiante
396|Mi piacerebbe visitare il Lago di Como e navigare tra i suoi villaggi pittoreschi
397|Durante la nostra visita in Campania, abbiamo assaggiato i famosi limoni di Sorrento
398|Ogni estate partecipo a un torneo di scacchi organizzato in una piazza storica
399|Abbiamo assistito a uno spettacolo di fuochi d’artificio sopra il mare illuminato
400|Mi piace raccogliere erbe aromatiche dal giardino per cucinare piatti profumati
401|Durante la nostra gita in montagna abbiamo visto una famiglia di marmotte giocare
402|Ogni sera mi piace guardare il tramonto dalla terrazza con un bicchiere di vino
403|Abbiamo visitato una fattoria didattica per conoscere meglio la vita contadina
404|Durante il Carnevale di Venezia abbiamo ammirato costumi elaborati e maschere tradizionali
405|Mi piacerebbe imparare a navigare su una barca a vela durante l’estate
406|Abbiamo esplorato un mercato del pesce dove i pescatori vendevano il pescato del giorno
407|Ogni inverno prepariamo biscotti allo zenzero per decorare l’albero di Natale
408|Abbiamo partecipato a una vendemmia notturna illuminata solo dalla luna piena
409|Ogni volta che piove, mi piace camminare sotto l’ombrello e ascoltare il rumore delle gocce
410|Durante la nostra visita in Basilicata abbiamo scoperto le meraviglie di Matera
411|Abbiamo fatto un’escursione su una montagna innevata per vedere l’alba dall’alto
412|Ogni giorno leggo un capitolo di un libro mentre bevo il caffè del mattino
413|Abbiamo assistito a una dimostrazione di lavorazione della ceramica a Vietri sul Mare
414|Durante la gita al lago, abbiamo visto cigni nuotare elegantemente sull’acqua
